Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base,-0.0100928530626795,-8.48766786223073E-05,0.0417109438407734,0,0,0,1.70037419863104,0.011026305690898,1.15603196804474E-08,0.000185395732857203,0.0172159470283866,-8.11570230276946E-09,0.0151809445338661,0,0,0,0,0,0,package://DuckDuck/meshes/base.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/base.STL,,body_shell-2;body-1;6010-36-5;6010-36-6;4310-36-12,base,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
left_hip_yaw,-0.0148415027804522,-1.42278207789504E-05,0.00518098759586325,0,0,0,0.22770651071542,0.00016064594987398,-1.0584438013289E-08,2.79494697437766E-06,0.000122883197379238,5.01180502056784E-08,0.000114845036646105,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_yaw.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_yaw.STL,,hip_yaw_roll_link-1;6010-36-4,left_hip_yaw,axis_left_hip_yaw,left_hip_yaw_joint,revolute,0,0.04,0,0,0,0,base,0,0,1,0,0,0,0,,,,,,,,
left_hip_roll,0.00016868655630813,0.0732538542750924,-1.42428991139337E-05,0,0,0,0.22746544778837,0.000139061664775468,9.72203682012463E-07,-3.27718468280282E-09,0.000154215112847962,5.57863354309902E-08,0.000132221036670331,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_roll.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_roll.STL,,hip_roll_pitch_link-1;6010-36-3,left_hip_roll,axis_left_hip_roll,left_hip_roll_joint,revolute,0,0,0,0,0,0,left_hip_yaw,1,0,0,0,0,0,0,,,,,,,,
left_hip_pitch,-3.35688425254106E-16,0.0845594117245176,-0.125225619873394,0,0,0,0.24023854356995,0.000225138484662056,-6.01790208528758E-22,-1.33196195508682E-19,0.000288595828376715,3.54863128273055E-20,0.000123129101652142,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_hip_pitch.STL,,calf-1;6010-36-2,left_hip_pitch,axis_left_hip_pitch,left_hip_pitch_joint,revolute,0,0,0,0,0,0,left_hip_roll,0,1,0,0,0,0,0,,,,,,,,
left_knee_pitch,-3.14931093635428E-16,-0.00857325265941741,-0.127010278601144,0,0,0,0.232718078417979,0.000202660360914128,5.18171181382048E-21,-1.27035811917264E-19,0.000249803523853592,4.20827856752809E-20,0.000106783585605482,0,0,0,0,0,0,package://DuckDuck/meshes/left_knee_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_knee_pitch.STL,,thigh-1;6010-36-1,left_knee_pitch,axis_left_hip_pitch,left_knee_pitch_joint,revolute,0,0.0936181760425075,-0.14,0,0,0,left_hip_pitch,0,1,0,0,0,0,0,,,,,,,,
left_ankle_pitch,0.0171971119634686,0.00125991692727168,-0.027457582228249,0,0,0,0.0651489641090865,2.71170426483944E-05,1.41229735589195E-06,1.45343243518079E-06,0.000111640995669254,-2.23259273055197E-06,8.94054733742727E-05,0,0,0,0,0,0,package://DuckDuck/meshes/left_ankle_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_ankle_pitch.STL,,left_foot-2,left_ankle_pitch,axis_left_ankle_pitch,left_ankle_pitch_joint,revolute,0,0,-0.14,0,0,0,left_knee_pitch,0,1,0,0,0,0,0,,,,,,,,
left_ankle_roll,0.0149999999999993,-2.77555756156289E-17,-4.94049245958195E-15,0,0,0,0.0282743338823081,1.41371669411541E-06,5.1925397296605E-21,7.15187474625493E-22,1.97920337176157E-05,-6.61744490042407E-23,1.97920337176157E-05,0,0,0,0,0,0,package://DuckDuck/meshes/left_ankle_roll.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/left_ankle_roll.STL,,left_sole-1,left_ankle_roll,axis_left_ankle_roll,left_ankle_roll_joint,revolute,0,0,-0.0523924267994756,0,0,0,left_ankle_pitch,1,0,0,0,0,0,0,,,,,,,,
right_hip_yaw,-0.0148415027804522,-1.4227820776147E-05,0.00518098759586436,0,0,0,0.22770651071542,0.00016064594987398,-1.05844380133239E-08,2.7949469743776E-06,0.000122883197379238,5.01180502056588E-08,0.000114845036646105,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_yaw.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_yaw.STL,,hip_yaw_roll_link-2;6010-36-7,right_hip_yaw,axis_right_hip_yaw,right_hip_yaw_joint,revolute,0,-0.04,0,0,0,0,base,0,0,1,0,0,0,0,,,,,,,,
right_hip_roll,0.000168686556307084,-0.073253854275096,1.42428991107002E-05,0,0,0,0.22746544778837,0.000139061664775468,-9.72203682012507E-07,3.27718468277951E-09,0.000154215112847962,5.57863354310647E-08,0.000132221036670331,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_roll.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_roll.STL,,hip_roll_pitch_link-2;6010-36-8,right_hip_roll,axis_right_hip_roll,right_hip_roll_joint,revolute,0,0,0,0,0,0,right_hip_yaw,1,0,0,0,0,0,0,,,,,,,,
right_hip_pitch,9.8250059966117E-17,-0.0845594117245176,-0.125225619873394,0,0,0,0.24023854356995,0.000225138484662056,-5.10457369633909E-20,-1.64038087116657E-19,0.000288595828376715,-2.38742900383508E-20,0.000123129101652142,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_hip_pitch.STL,,calf-2;6010-36-9,right_hip_pitch,axis_right_hip_pitch,right_hip_pitch_joint,revolute,0,0,0,0,0,0,right_hip_roll,0,-1,0,0,0,0,0,,,,,,,,
right_knee_pitch,-1.85705319768296E-16,0.00857325265941841,-0.127010278601144,0,0,0,0.232718078417978,0.000202660360914127,-3.42581386582497E-20,-1.55170653183977E-19,0.000249803523853592,2.64883998539048E-20,0.000106783585605481,0,0,0,0,0,0,package://DuckDuck/meshes/right_knee_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_knee_pitch.STL,,thigh-2;6010-36-10,right_knee_pitch,axis_right_knee_pitch,right_knee_pitch_joint,revolute,0,-0.0936181760425084,-0.14,0,0,0,right_hip_pitch,0,-1,0,0,0,0,0,,,,,,,,
right_ankle_pitch,0.0171970814557113,-0.00125992066950759,-0.0274576170413897,0,0,0,0.0651490178313245,2.71171025823446E-05,-1.41230393207431E-06,1.45333365120518E-06,0.000111641093323312,2.23257104497736E-06,8.94055118440263E-05,0,0,0,0,0,0,package://DuckDuck/meshes/right_ankle_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_ankle_pitch.STL,,right_foot-2,right_ankle_pitch,axis_right_ankle_pitch,right_ankle_pitch_joint,revolute,0,0,-0.14,0,0,0,right_knee_pitch,0,-1,0,0,0,0,0,,,,,,,,
right_ankle_roll,0.0149999999999999,-1.33226762955019E-15,5.55111512312578E-16,0,0,0,0.0282743338823081,1.41371669411541E-06,6.2247337944344E-22,8.05197805008483E-23,1.97920337176157E-05,-7.85821581925374E-24,1.97920337176157E-05,0,0,0,0,0,0,package://DuckDuck/meshes/right_ankle_roll.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/right_ankle_roll.STL,,right_sole-1,right_ankle_roll,axis_right_ankle_roll,right_ankle_roll_joint,revolute,0,0,-0.0523924267994828,0,0,0,right_ankle_pitch,1,0,0,0,0,0,0,,,,,,,,
neck_pitch,2.22044604925031E-16,-0.00249999999999993,0.0500927287975886,0,0,0,0.0944141515929346,5.98227661229977E-05,8.62532755251327E-21,-3.22455725258216E-20,5.75228750179582E-05,-1.1362726639035E-20,3.40590799851078E-05,0,0,0,0,0,0,package://DuckDuck/meshes/neck_pitch.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/neck_pitch.STL,,neck_down-1,neck_pitch,axis_neck_pitch,neck_pitch_joint,revolute,0.0774999999999999,0,0.108874586088177,0,0,0,base,0,1,0,0,0,0,0,,,,,,,,
neck_roll,4.16333634234434E-17,9.97465998686664E-18,0.025398197821265,0,0,0,0.0554895568861581,3.52155621202351E-05,1.77533649293486E-20,-3.68225674531131E-20,2.9525444201718E-05,-6.88155523420156E-21,9.34760082952307E-06,0,0,0,0,0,0,package://DuckDuck/meshes/neck_roll.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/neck_roll.STL,,neck_up-2,neck_roll,axis_neck_roll,neck_roll_joint,revolute,0,-0.00249999999999992,0.0774999999999998,0,0,0,neck_pitch,-1,0,0,0,0,0,0,,,,,,,,
neck_yaw,-0.00601691442032241,1.0842021724855E-17,0.0242972736541135,0,0,0,1.36489294645362,0.00264611796494262,-7.56728326507061E-18,-6.37095515701378E-05,0.00458756210789547,5.46625917605381E-19,0.00671153515827188,0,0,0,0,0,0,package://DuckDuck/meshes/neck_yaw.STL,1,1,1,1,0,0,0,0,0,0,package://DuckDuck/meshes/neck_yaw.STL,,head-1,neck_yaw,axis_neck_yaw,neck_yaw_joint,revolute,0,0,0.061,0,0,0,neck_roll,0,0,1,0,0,0,0,,,,,,,,
